,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
826,801â1000,University of Brighton,32.7â36.9,master_account,/world-university-rankings/university-brighton,United Kingdom,"14,525",22%,60 : 40,University of Brighton,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Education,Medicine & Dentistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Sport Science,Business & Management,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Archaeology,Geology, Environmental, Earth & Marine Sciences,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Law,General Engineering,Communication & Media Studies,Chemistry,Geography,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Other Health,Civil Engineering,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-12990754,1.0375317571423748,-0.9999782034427747,1.5443952468647968,-0.8470969985319547,1.0774969965293775,-1.2417173154859797,1.262206434693875,-0.16422000832679265,0.1316554122472961,0.6904754926359717,-0.6813252742449925,-0.2172370253921871,0.0929173406633466,0.2047695917860729
834,801â1000,Chapman University,32.7â36.9,private,/world-university-rankings/chapman-university,United States,"9,231",7%,61 : 39,Chapman University,"Languages, Literature & Linguistics,Education,Biological Sciences,Physics & Astronomy,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,General Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Psychology,Electrical & Electronic Engineering,Law,Chemistry,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-90956803,1.0606651758721262,-0.07762184840350222,-0.48603142818484185,-0.9286967439308782,1.418550558310189,-1.59330908450075,1.647706367201298,-0.24779248681327093,0.21335790636560456,-1.2351829170272999,1.1581765643680053,-0.2172370253921871,2.4128965554619652,-0.6712444553641591
835,801â1000,Charles Sturt University,32.7â36.9,master_account,/world-university-rankings/charles-sturt-university,Australia,"21,133",13%,63 : 37,Charles Sturt University,"Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Veterinary Science,Law,Sport Science,Computer Science,Communication & Media Studies,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Medicine & Dentistry,Chemistry,Accounting & Finance,Biological Sciences,Geography,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-00526782,1.0635568532133453,-1.0700988620130119,1.7765603832295498,-0.7836305298883476,0.8826092469403423,-1.168974190862234,1.1693487867176344,-0.30678482456843237,0.2687047572199425,-0.2365036886115076,0.010790582057179799,-0.2172370253921871,2.569329813834923,1.1683850436513283
844,801â1000,Clarkson University,32.7â36.9,private,/world-university-rankings/clarkson-university,United States,"3,871",8%,34 : 66,Clarkson University,"Languages, Literature & Linguistics,Psychology,Chemical Engineering,Communication & Media Studies,Mathematics & Statistics,Business & Management,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Education,Politics & International Studies (incl Development Studies),Physics & Astronomy,Sociology,History, Philosophy & Theology,Other Health,Accounting & Finance,Electrical & Electronic Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68513222,1.0895819492843157,-0.45519462532016347,0.1290025295533636,-0.7790972106995184,0.8606843751115758,-2.0115820510872875,2.050089508431674,0.15532182118033136,-0.23205246479549632,-0.39014664682932176,0.14763478178232414,-0.2172370253921871,2.4207240108991157,-0.16023626119319045
860,801â1000,Florida Atlantic University,32.7â36.9,public,/world-university-rankings/florida-atlantic-university,United States,"25,031",6%,63 : 37,Florida Atlantic University,"Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Mechanical & Aerospace Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Geography,Computer Science,Psychology,Education,Mathematics & Statistics,Sport Science,General Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-59674483,1.1358487867438187,-0.8543429894892053,1.137087990084528,-0.6022977623351844,0.4197508416663838,-1.0356117957187008,1.039910853174996,-0.32644893715348605,0.3003315291367071,-0.9791113199976095,0.7634336805454737,-0.2172370253921871,2.414060096135055,0.4675738059311426
861,801â1000,Florida Institute of Technology,32.7â36.9,private,/world-university-rankings/florida-institute-technology,United States,"5,434",20%,42 : 58,Florida Institute of Technology,"Psychology,Mechanical & Aerospace Engineering,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Mathematics & Statistics,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Civil Engineering,History, Philosophy & Theology,Communication & Media Studies,Chemistry,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-81668434,1.1387404640850378,-0.5037396966380199,0.23286588003233208,-0.8516303177207838,1.1042940620978696,-1.7691049690081353,1.8165384544308263,-0.4640977252488626,0.40048297353979484,0.48561821501221947,-0.5392178360688811,-0.2172370253921871,-0.5642514388923558,-0.10183532471650826
865,801â1000,University of Gloucestershire,32.7â36.9,master_account,/world-university-rankings/university-gloucestershire,United Kingdom,"6,880",12%,59 : 41,University of Gloucestershire,"Accounting & Finance,Other Health,Electrical & Electronic Engineering,Sport Science,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Biological Sciences,Sociology,General Engineering,Architecture,Psychology,Art, Performing Arts & Design,Business & Management,Geography,History, Philosophy & Theology,Computer Science,Education,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-96448393,1.1503071734499135,-1.1294317269570586,1.97410440276798,-0.9604299782526817,1.564716370501965,-1.017426014562764,1.0117721719700747,-1.462051438940341,1.378277338633099,-0.2672322802550702,0.034475155086531706,-0.2172370253921871,0.0952242741190833,0.05876725059436757
872,801â1000,Howard University,32.7â36.9,private,/world-university-rankings/howard-university,United States,"10,199",5%,71 : 29,Howard University,"Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Chemistry,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Chemical Engineering,Biological Sciences,Computer Science,Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-58251672,1.1705489148384463,0.5211006978500607,-0.9544347734821507,-0.7428306571888857,0.7608044034471952,-1.9873343428793722,2.038834035949705,-1.2015019471883788,1.0672807481182476,-1.6192903125718352,1.8029232746114738,-0.2172370253921871,0.09415139895298741,-1.0070498401050816
900,801â1000,Kingston University,32.7â36.9,master_account,/world-university-rankings/kingston-university,United Kingdom,"14,660",40%,59 : 41,Kingston University,"Education,Sociology,Sport Science,General Engineering,Accounting & Finance,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Psychology,Computer Science,Architecture,Languages, Literature & Linguistics,Geography,Economics & Econometrics,History, Philosophy & Theology,Law,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Chemistry,Civil Engineering,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56928712,1.2515158803925766,-0.9891904098165843,1.5179202751740792,-0.9014968287979036,1.299181811686905,-1.2841508048498311,1.3297392695856862,-0.5919144570517119,0.49799885361648555,1.043854296536944,-0.9050129084110938,-0.2172370253921871,0.09411110317210118,0.33617169885860754
910,801â1000,Leeds Beckett University,32.7â36.9,master_account,/world-university-rankings/leeds-beckett-university,United Kingdom,"20,360",15%,54 : 46,Leeds Beckett University Leeds  United Kingdom UK,"Psychology,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Geography,General Engineering,Education,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Sociology,Architecture,Law,Other Health,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Languages, Literature & Linguistics,Sport Science,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-96771323,1.2804326538047661,-1.113250036517773,1.939483285941657,-0.860696956098442,1.1481438057554025,-0.5688434127163328,0.5784364814142853,-0.7049831044157712,0.6113281196515585,-0.18528936920556954,-0.039210183227007554,-0.2172370253921871,0.09523434806430486,0.7741787224337235
920,801â1000,Marquette University,32.7â36.9,private,/world-university-rankings/marquette-university,United States,"10,317",3%,58 : 42,Marquette University,"Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Sociology,Electrical & Electronic Engineering,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Psychology,Physics & Astronomy,Sport Science,Economics & Econometrics,Law,Biological Sciences,Civil Engineering,Chemical Engineering,Computer Science,Other Health,Communication & Media Studies,Medicine & Dentistry,Education,General Engineering,Accounting & Finance,History, Philosophy & Theology,Languages, Literature & Linguistics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-90993311,1.3093494272169555,-0.07762184840350222,-0.4819583556170392,-0.7700305723218603,0.8436316970225353,-1.235655388434001,1.2565786984528906,-0.7344792732933519,0.6455904558947202,-1.936819092888651,2.445038365629459,-0.2172370253921871,2.428249247979619,-0.6420439871258182
923,801â1000,University of Memphis,32.7â36.9,public,/world-university-rankings/university-memphis,United States,"16,549",5%,62 : 38,University of Memphis,"Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Sociology,Law,Communication & Media Studies,Business & Management,Sport Science,Psychology,General Engineering,Computer Science,Architecture,Mathematics & Statistics,Chemistry,Accounting & Finance,History, Philosophy & Theology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education,Chemical Engineering,Biological Sciences,Medicine & Dentistry,Economics & Econometrics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Geography,Veterinary Science,Civil Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-86982282,1.3180244592406123,-0.5846481488344473,0.440592580990269,-0.7337640188112277,0.734007337878703,-1.1750361179142128,1.1806042591996029,-0.06098341725526032,0.031503967844208336,-1.8395118860173687,2.268719877522061,-0.2172370253921871,2.426088386729595,-0.2478376659082136
925,801â1000,Montana State University,32.7â36.9,public,/world-university-rankings/montana-state-university,United States,"13,795",2%,49 : 51,Montana State University,"Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Biological Sciences,Mathematics & Statistics,Computer Science,Physics & Astronomy,Medicine & Dentistry,Veterinary Science,Business & Management,Art, Performing Arts & Design,Chemical Engineering,Sociology,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Psychology,Other Health,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Education,General Engineering,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-43390872,1.3238078139230502,-0.7734345372927779,0.9171420714231832,-0.6702975501676206,0.5610444601184343,-1.0962310662384886,1.1102575561872994,-0.06098341725526032,0.034139532170605384,-1.6858689277995547,1.9529255704640358,-0.2172370253921871,0.09372829325368198,-0.043434388239826066
933,801â1000,The New School,32.7â36.9,private,/world-university-rankings/new-school,United States,"8,644",34%,73 : 27,The New School,"Agriculture & Forestry,Economics & Econometrics,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Computer Science,Politics & International Studies (incl Development Studies),Sociology,Architecture,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-72116571,1.3469412326528019,-0.4605885221332585,0.143258283540673,-0.8924301904202455,1.2699486492485497,-1.7327334066962627,1.7855859051054128,-1.8209214936175722,1.7920609378774355,-0.5028181495223853,0.2765841238310178,-0.2172370253921871,0.09451406098096349,-1.0654507765817636
934,801â1000,New Mexico State University (Main campus),32.7â36.9,public,/world-university-rankings/new-mexico-state-university-main-campus,United States,"12,305",6%,58 : 42,New Mexico State University (Main campus),"Medicine & Dentistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Civil Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Agriculture & Forestry,Other Health,Education,Mechanical & Aerospace Engineering,Sociology,Psychology,Politics & International Studies (incl Development Studies),General Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Physics & Astronomy,Geography,Biological Sciences,Languages, Literature & Linguistics,Communication & Media Studies,Sport Science,Business & Management,Chemistry,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-92055001,1.3498329099940207,-0.676344394657065,0.6585019633677127,-0.5932311239575261,0.39538987296775446,-1.4902563246171108,1.5604764554660417,-0.06589944540152383,0.039410660823399474,-1.2966401003144252,1.2792310487402485,-0.2172370253921871,0.09509834980381383,-0.08723509059733778
937,801â1000,University of Northern British Columbia (UNBC),32.7â36.9,master_account,/world-university-rankings/university-northern-british-columbia-unbc,Canada,"2,937",12%,61 : 39,University of Northern British Columbia (UNBC),"Agriculture & Forestry,Physics & Astronomy,Medicine & Dentistry,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Business & Management,Other Health,Mathematics & Statistics,Archaeology,Geography,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Accounting & Finance,Sport Science,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-06604402,1.3585079420176775,-0.9298575448725375,1.3590704450297746,-0.6068310815240133,0.4319313260156985,-1.3750797106295132,1.425410785682419,-2.106051126100852,2.340258317768021,-0.9688684561164217,0.7450123459670889,-0.2172370253921871,2.5847429500239065,-0.0142339200014851
939,801â1000,Nova Southeastern University,32.7â36.9,private,/world-university-rankings/nova-southeastern-university,United States,"17,973",4%,71 : 29,Nova Southeastern University,"Politics & International Studies (incl Development Studies),Sociology,Chemistry,Other Health,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Law,Accounting & Finance,Economics & Econometrics,Computer Science,Physics & Astronomy,Medicine & Dentistry,Mathematics & Statistics,Business & Management,Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Psychology,Art, Performing Arts & Design,Biological Sciences,Education",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-69434011,1.3642912967001155,0.04104388148459147,-0.6061870689350211,-1.0420297236516052,2.0153942914266088,-1.472070543461174,1.5548487192250573,-1.2457462005047497,1.135805420604571,-1.8702404776609316,2.3345103581591498,-0.2172370253921871,2.4141507616420492,-0.0142339200014851
950,801â1000,Portland State University,32.7â36.9,public,/world-university-rankings/portland-state-university,United States,"18,763",5%,58 : 42,Portland State University,"Other Health,Computer Science,Chemistry,Psychology,Archaeology,Sport Science,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Sociology,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Business & Management,Architecture,Electrical & Electronic Engineering,Mathematics & Statistics,Civil Engineering,Geography,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-38682556,1.396099747453524,-0.8759185767415859,1.2124398325888779,-0.5433646128804063,0.2857655138239222,-1.1326026285503612,1.1355823692717286,-0.4690137533951258,0.41102523084538306,-1.8395118860173687,2.2739831159730284,-0.2172370253921871,0.09363762774668798,0.5697754447653363
957,801â1000,Robert Gordon University,32.7â36.9,master_account,/world-university-rankings/robert-gordon-university,United Kingdom,"10,095",26%,60 : 40,Robert Gordon University,"Sociology,Art, Performing Arts & Design,Sport Science,Biological Sciences,Architecture,Chemistry,Electrical & Electronic Engineering,Law,Other Health,Computer Science,Communication & Media Studies,Civil Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-34564743,1.4163414888420565,-1.1240378301439633,1.9679947939162759,-0.9966965317633144,1.7669124107005891,-1.272026950745874,1.3156699289832257,-1.3883110167463895,1.3123882304731729,0.8287541550320039,-0.765537089460466,-0.2172370253921871,0.09354696223969396,0.6427766153611889
958,801â1000,Rochester Institute of Technology,32.7â36.9,private,/world-university-rankings/rochester-institute-technology,United States,"14,249",13%,37 : 63,Rochester Institute of Technology,"Sport Science,Mechanical & Aerospace Engineering,Biological Sciences,Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Other Health,Economics & Econometrics,Mathematics & Statistics,Business & Management,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Architecture,Accounting & Finance,General Engineering,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68826652,1.4192331661832753,-0.8327674022368248,1.0800649741352906,-0.6793641885452787,0.5829693319472008,-0.9689305981469337,0.9751918864036768,-0.17405206461931932,0.1369265409000902,-1.2607900767302689,1.223967045005094,-0.2172370253921871,0.0944385063918018,-0.08723509059733778
959,801â1000,University of Roehampton,32.7â36.9,master_account,/world-university-rankings/university-roehampton,United Kingdom,"8,245",36%,67 : 33,University of Roehampton,"Communication & Media Studies,Languages, Literature & Linguistics,Education,Computer Science,Other Health,Art, Performing Arts & Design,Sociology,History, Philosophy & Theology,Psychology,Politics & International Studies (incl Development Studies),Business & Management,Accounting & Finance,Biological Sciences,Sport Science,Economics & Econometrics,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-93316802,1.4221248435244944,-0.8273735054237296,1.0658092201479812,-0.6204310390905006,0.4562922947143279,-1.356893929473577,1.3944582363570055,-1.3981430730389164,1.3255660521051582,0.7212040842795343,-0.7023782280488609,-0.2172370253921871,0.0951285716394785,0.4383733376928017
961,801â1000,University of Salford,32.7â36.9,master_account,/world-university-rankings/university-salford,United Kingdom,"20,010",23%,55 : 45,University of Salford,"Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Sport Science,History, Philosophy & Theology,Architecture,Psychology,Mathematics & Statistics,Business & Management,Law,Chemical Engineering,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Other Health,Physics & Astronomy,Art, Performing Arts & Design,Accounting & Finance,Electrical & Electronic Engineering,Computer Science,Communication & Media Studies,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-72056655,1.4279081982069324,-1.0539171715737263,1.7378661938354243,-0.915096786364391,1.36982862091293,-0.805258567743506,0.8007320629331642,-0.8524639488036744,0.7589197219297932,0.5778039899429078,-0.6155347936079039,-0.2172370253921871,0.0945090240083527,0.5405749765269953
962,801â1000,San Diego State University,32.7â36.9,public,/world-university-rankings/san-diego-state-university,United States,"32,069",5%,58 : 42,San Diego State University,"Communication & Media Studies,Biological Sciences,Chemistry,Art, Performing Arts & Design,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Business & Management,Psychology,Civil Engineering,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-78657722,1.4307998755481512,-0.908281957620157,1.3101935742161424,-1.0556296812180925,2.0836050037827714,-0.19906586254562628,0.1901226807863702,-0.2920367401296422,0.2502558069351632,-1.7370832472054927,2.066085197159828,-0.2172370253921871,-0.5637678895217211,1.679393237822297
969,801â1000,Sheffield Hallam University,32.7â36.9,master_account,/world-university-rankings/sheffield-hallam-university,United Kingdom,"26,580",12%,55 : 45,Sheffield Hallam University,"Computer Science,Biological Sciences,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Sport Science,Mathematics & Statistics,Business & Management,Architecture,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,History, Philosophy & Theology,Law,Sociology,Accounting & Finance,Psychology,Geography,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-64588463,1.4510416169366838,-1.0215537906951553,1.646222061059864,-0.9422967014973654,1.4818890769266253,-0.465790652832693,0.4630678884741076,-1.5308758329880292,1.4468020111194224,-0.354296623245165,0.12658182797845577,-0.2172370253921871,0.0943226560217539,0.16096888942856122
979,801â1000,University of Texas at El Paso,32.7â36.9,public,/world-university-rankings/university-texas-el-paso,United States,"18,012",6%,55 : 45,University of Texas at El Paso,"Biological Sciences,Business & Management,Agriculture & Forestry,Sport Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Education,Computer Science,Physics & Astronomy,Geography,Other Health,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Communication & Media Studies,Accounting & Finance",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-04696203,1.4799583903488733,-0.7464650532273021,0.8478998377705376,-0.29403205749480676,-0.14542363214181803,-1.7933526772160509,1.8418632675152555,-0.6066625414905024,0.5269900612068531,-1.2351829170272999,1.1687030412699395,-0.2172370253921871,0.09268563992325077,0.9201810636254288
994,801â1000,University of Westminster,32.7â36.9,master_account,/world-university-rankings/university-westminster,United Kingdom,"17,315",48%,60 : 40,University of Westminster,"Architecture,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Computer Science,Business & Management,Law,Economics & Econometrics,Communication & Media Studies,Psychology,Other Health,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-65712765,1.5233335504671575,-1.0215537906951553,1.6502951336276666,-0.7745638915106893,0.8582482782417129,-1.1568503367582768,1.1665349185971423,-1.1916698908958518,1.0620096194654536,0.8287541550320039,-0.7629054702349823,-0.2172370253921871,0.09434784088480778,0.4675738059311426
1020,1001â1200,University of Bedfordshire,28.3â32.6,master_account,/world-university-rankings/university-bedfordshire,United Kingdom,"13,545",64%,59 : 41,University of Bedfordshire,"Civil Engineering,Business & Management,Art, Performing Arts & Design,Sport Science,Education,Chemistry,Economics & Econometrics,Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Agriculture & Forestry,Accounting & Finance,Other Health,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Law,General Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-21492601,1.59851716133885,-1.1240378301439633,1.961885185064572,-0.9468300206861945,1.491633464406077,-1.3326462212656618,1.3663195551520841,-1.8995779439577871,1.929110282850082,0.6648683329330027,-0.6681671781175748,-0.2172370253921871,0.09317422626649632,1.8253955790140024
1028,1001â1200,Canterbury Christ Church University,28.3â32.6,master_account,/world-university-rankings/canterbury-christ-church-university,United Kingdom,"11,155",15%,68 : 32,Canterbury Christ Church University,"Art, Performing Arts & Design,Chemical Engineering,Education,Economics & Econometrics,Accounting & Finance,Veterinary Science,History, Philosophy & Theology,Biological Sciences,General Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geography,Mechanical & Aerospace Engineering,Computer Science,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Communication & Media Studies,Archaeology,Psychology,Business & Management,Sport Science,Other Health,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56524491,1.6216505800686016,-0.9514331321249182,1.403874243275604,-0.9694966166303399,1.6061300172896351,-1.805476531320008,1.8643742124791927,-2.2731960830738087,2.862100054394636,-0.5796396286312924,0.36079593904649127,-0.2172370253921871,0.0941060661994904,0.5113745082886544
